contract_id,category,budget_usd,compliance_history,urgency,contract_duration_days,num_line_items,lead_time_buffer_days,vendor_score,past_disputes,vendor_is_local,previous_contracts,region,delayed
CT-00788,Networking,225466.41,57,High,180,9,37,5.2,0,1,9,Europe,0
CT-01912,Software,15578.11,88,High,90,15,59,5.5,0,0,18,LATAM,0
CT-05808,Hardware,73849.64,100,Critical,90,12,35,3.0,0,0,19,Asia,0
CT-07285,Services,15002.6,70,Low,270,9,8,5.1,1,1,10,Asia,1
CT-01433,Software,70009.48,78,Critical,60,4,48,7.6,0,0,9,LATAM,0
CT-05135,Hardware,109806.6,68,High,30,5,15,6.0,1,1,12,North America,0
CT-05705,Services,26193.82,52,Medium,180,8,57,3.7,0,0,5,LATAM,1
CT-04623,Cloud License,130530.6,83,Medium,120,1,31,10.0,0,1,17,LATAM,0
CT-04666,Software,70733.65,82,High,365,15,8,5.9,0,0,11,Asia,0
CT-05488,Networking,43005.34,66,Medium,60,11,12,8.4,0,0,0,Europe,0
CT-05435,Software,399422.33,57,Medium,180,11,14,4.4,0,0,18,Asia,1
CT-04935,Software,97648.07,63,Medium,180,2,58,6.7,0,1,8,Europe,0
CT-02853,Networking,30817.33,43,Medium,270,10,12,7.4,1,1,18,LATAM,1
CT-04483,Networking,2656.56,76,Low,30,14,15,7.8,0,1,19,North America,0
CT-05720,Networking,105921.26,68,Low,120,10,27,6.6,1,0,16,Asia,0
CT-04314,Hardware,212174.05,83,Medium,30,14,4,7.6,1,0,14,Asia,1
CT-00508,Cloud License,237522.7,44,Low,180,7,14,8.2,3,0,11,Europe,0
CT-02105,Software,140785.31,88,High,45,5,58,8.6,0,1,15,Europe,0
CT-02722,Hardware,382078.09,54,High,270,10,50,9.6,0,0,5,Europe,1
CT-07817,Cloud License,161912.4,44,Critical,365,7,19,8.4,1,1,15,North America,0
CT-05169,Cloud License,47055.25,38,Medium,60,8,13,7.2,1,0,17,Europe,1
CT-06925,Cloud License,150738.22,59,Critical,30,2,5,6.9,0,1,8,Europe,0
CT-04446,Networking,30696.87,45,Critical,60,4,3,5.5,0,1,9,North America,1
CT-02364,Cloud License,349673.15,51,Critical,180,15,35,6.7,2,0,5,Europe,1
CT-04242,Software,18866.31,48,High,60,11,30,6.5,1,0,16,LATAM,0
CT-03092,Networking,137549.72,53,Medium,45,10,27,9.6,1,1,19,LATAM,0
CT-02863,Networking,55550.75,54,High,365,9,50,9.1,3,0,11,North America,1
CT-00941,Software,14757.94,54,High,270,9,43,6.6,1,1,2,North America,0
CT-02401,Software,10902.54,46,Medium,270,1,18,5.2,0,1,7,LATAM,1
CT-01978,Networking,6077.9,34,Critical,180,3,27,5.1,1,0,20,Europe,1
CT-01494,Services,36932.1,59,High,365,1,23,6.0,0,1,3,Asia,0
CT-04177,Software,14073.89,36,Low,180,7,17,9.3,2,0,7,LATAM,1
CT-06619,Software,73653.83,96,High,270,4,49,7.6,1,1,13,North America,0
CT-06587,Hardware,169168.13,85,Low,270,6,42,4.6,0,0,12,North America,1
CT-05228,Services,101322.65,58,Low,45,1,49,5.7,1,0,16,Asia,0
CT-07576,Hardware,23057.75,49,Low,45,14,46,2.8,0,0,2,Asia,1
CT-07454,Software,60805.5,75,Low,120,15,46,7.8,2,0,9,LATAM,0
CT-04209,Cloud License,59023.18,66,Critical,365,4,33,6.6,0,1,14,Asia,0
CT-07243,Cloud License,81172.15,49,Critical,270,3,35,8.9,0,0,7,Europe,0
CT-00038,Software,47019.61,58,Medium,90,8,47,6.4,1,1,3,North America,0
CT-02223,Services,7133.35,46,High,30,3,36,7.2,0,1,2,LATAM,0
CT-05411,Software,80472.58,70,High,90,1,40,7.4,0,0,20,Asia,1
CT-00357,Services,38207.04,64,Medium,30,13,33,7.3,2,0,10,LATAM,1
CT-01860,Hardware,106333.52,72,Medium,45,12,20,8.7,0,0,10,Asia,1
CT-01732,Software,14692.96,60,High,60,5,3,4.6,0,0,13,North America,1
CT-01590,Cloud License,84310.04,47,High,120,3,18,5.9,0,0,7,LATAM,1
CT-02524,Networking,83290.63,50,Critical,180,1,36,3.7,1,1,10,Europe,1
CT-01696,Networking,30632.56,67,Low,60,1,11,6.8,1,0,15,Europe,0
CT-07973,Cloud License,25714.61,55,Low,365,2,57,5.4,0,0,5,North America,0
CT-04610,Cloud License,245169.53,46,Critical,60,11,20,5.2,0,1,10,Europe,1
CT-07215,Cloud License,61840.18,100,Critical,270,13,7,5.6,1,0,6,Europe,0
CT-02959,Networking,84036.57,23,Low,120,1,36,6.8,0,0,17,LATAM,1
CT-07778,Services,500000,61,Medium,120,2,11,6.6,2,1,5,LATAM,0
CT-04999,Networking,9377.21,81,Medium,270,12,37,6.3,0,1,6,Asia,1
CT-05538,Software,156708.42,64,Critical,30,9,31,9.2,2,1,8,LATAM,0
CT-02215,Software,25135.28,25,High,365,1,54,5.7,0,0,0,North America,1
CT-01377,Services,78548.46,28,Low,270,1,55,3.7,2,0,3,North America,1
CT-07579,Services,27012.33,44,Medium,90,13,29,5.0,0,0,19,North America,1
CT-05161,Services,96378.69,26,Medium,60,7,55,5.5,1,1,2,LATAM,1
CT-05146,Cloud License,27220.7,45,Medium,365,9,51,6.9,0,0,18,North America,0
CT-03729,Cloud License,45074.17,70,Critical,60,8,56,7.9,1,0,7,North America,0
CT-00235,Networking,132515.53,62,Medium,180,5,11,9.3,0,0,9,LATAM,1
CT-07256,Hardware,27616.5,57,Critical,45,3,28,7.8,0,1,4,North America,1
CT-02653,Cloud License,11075.0,49,High,45,3,40,5.2,0,0,3,Asia,1
CT-05308,Cloud License,25121.75,65,High,270,13,30,5.0,0,0,9,Asia,1
CT-00667,Hardware,172810.12,64,High,365,1,16,7.2,0,0,12,North America,1
CT-04972,Services,19462.98,59,High,365,14,7,9.4,1,1,0,LATAM,0
CT-07099,Services,74952.85,71,Medium,45,13,49,3.3,0,0,1,LATAM,1
CT-05366,Software,37799.86,43,High,90,6,49,9.2,1,1,13,LATAM,1
CT-06758,Services,41203.77,74,Low,30,14,33,3.8,2,0,6,North America,1
CT-03209,Hardware,53530.43,72,Critical,30,12,21,4.6,0,0,14,North America,0
CT-06923,Cloud License,213883.59,53,High,180,9,12,10.0,0,0,13,North America,0
CT-03871,Services,122610.46,31,Critical,45,3,36,9.0,1,1,13,Asia,0
CT-07002,Services,88758.21,58,Critical,180,1,24,9.0,1,0,1,LATAM,0
CT-02212,Cloud License,11063.02,72,Critical,365,6,56,6.6,0,1,15,Europe,0
CT-06486,Software,13311.7,87,Medium,270,12,57,9.1,1,0,0,Europe,1
CT-07195,Hardware,8071.0,75,Medium,270,12,33,4.8,0,1,5,North America,0
CT-03203,Software,103325.18,76,Medium,270,14,37,7.6,1,0,5,LATAM,1
CT-07725,Services,32749.41,60,Medium,180,6,7,7.4,3,1,11,Asia,1
CT-05233,Cloud License,72277.85,57,Medium,180,13,5,6.4,0,1,8,LATAM,0
CT-03392,Services,50719.12,91,Low,30,8,10,4.7,0,1,11,Asia,1
CT-02910,Cloud License,8399.97,51,High,60,14,45,6.9,1,0,13,Europe,0
CT-02139,Networking,24214.37,98,Low,45,6,3,5.8,1,0,5,Europe,0
CT-01229,Cloud License,23055.28,50,Medium,60,9,52,5.3,0,1,0,LATAM,0
CT-05289,Hardware,250898.28,81,Critical,90,8,56,6.0,2,1,8,LATAM,0
CT-06462,Cloud License,67713.91,65,Medium,270,12,48,2.8,0,1,14,Asia,0
CT-00130,Networking,194521.14,55,Critical,90,13,10,5.1,1,1,0,North America,1
CT-05099,Cloud License,18309.7,50,Low,30,4,22,2.4,0,1,11,LATAM,1
CT-03139,Services,127724.45,56,High,270,1,8,8.7,0,0,20,North America,0
CT-05914,Services,24394.1,71,Low,45,7,48,6.9,0,0,7,Europe,1
CT-02963,Cloud License,15563.69,95,Medium,45,15,51,7.8,0,1,5,North America,0
CT-00977,Software,65667.08,71,High,270,14,8,7.8,0,0,0,North America,0
CT-06264,Hardware,14599.88,52,High,90,11,42,7.5,0,1,4,Asia,1
CT-03374,Hardware,13759.09,21,Low,120,8,7,9.1,0,0,20,LATAM,1
CT-06540,Cloud License,163887.57,64,Medium,30,6,36,1.0,1,1,20,LATAM,0
CT-03520,Hardware,5686.59,67,Medium,30,9,40,6.8,0,1,16,North America,0
CT-06865,Software,7048.8,32,Low,365,15,28,8.6,1,1,10,LATAM,0
CT-05614,Cloud License,31119.1,61,Low,30,6,20,8.5,0,1,5,LATAM,0
CT-01956,Cloud License,6369.32,100,Critical,180,15,5,4.1,0,0,14,LATAM,0
CT-02260,Services,59915.93,78,Low,45,9,29,6.4,3,0,9,LATAM,1
CT-00619,Services,80077.41,100,Critical,60,13,44,6.6,0,0,14,Europe,0
CT-05713,Services,12082.73,44,High,120,3,22,3.9,0,0,15,Europe,0
CT-00878,Networking,6329.72,78,Medium,90,7,29,8.0,0,1,14,Asia,0
CT-06017,Hardware,3457.5,63,Low,120,8,3,5.8,0,0,20,Asia,1
CT-05459,Hardware,17191.85,57,Critical,180,7,52,5.6,3,1,18,North America,1
CT-07305,Networking,294260.92,56,High,60,15,21,8.1,1,1,16,Asia,0
CT-06994,Software,500000,55,Medium,180,6,33,8.0,0,0,1,LATAM,0
CT-07830,Cloud License,133667.92,71,Low,120,1,41,4.5,0,1,17,North America,0
CT-00626,Networking,41498.92,51,High,45,9,27,7.4,0,1,7,North America,0
CT-07896,Software,36120.74,83,High,60,8,33,7.9,0,0,11,Europe,1
CT-07464,Software,54928.37,74,Low,60,9,33,7.8,0,1,2,Asia,0
CT-03771,Networking,24489.04,58,High,365,5,4,7.4,0,0,5,LATAM,1
CT-01153,Services,40539.12,44,High,180,12,12,8.4,2,1,2,Europe,1
CT-00605,Hardware,15981.51,97,Low,180,5,49,9.0,0,1,17,North America,0
CT-00912,Cloud License,161656.58,63,Medium,45,13,58,6.4,1,1,1,LATAM,0
CT-01457,Networking,86384.0,61,High,30,7,40,7.2,1,1,12,North America,1
CT-07271,Services,33518.52,57,Low,60,3,6,8.1,3,0,0,North America,1
CT-06391,Software,129378.15,92,Low,180,10,57,6.5,0,0,3,Asia,1
CT-05789,Software,11524.22,88,High,30,12,12,7.2,1,0,10,Asia,1
CT-07070,Software,23095.01,40,Medium,120,3,8,6.0,0,0,16,Europe,0
CT-03884,Software,55548.17,79,Low,270,7,32,4.9,0,1,16,Europe,0
CT-04457,Hardware,41590.69,62,Medium,180,13,58,9.5,3,0,19,Europe,1
CT-01393,Networking,20103.79,80,Critical,270,13,50,9.1,1,0,8,North America,1
CT-02345,Hardware,53900.28,83,High,30,9,23,4.5,0,0,20,North America,0
CT-04736,Services,25078.78,54,Critical,120,5,6,5.9,3,0,10,LATAM,1
CT-07413,Software,12350.86,88,Critical,120,4,16,7.7,1,0,2,LATAM,0
CT-00601,Networking,71612.32,65,Medium,90,15,12,6.9,0,1,2,North America,0
CT-07131,Networking,7310.63,37,Critical,180,12,38,1.2,2,0,12,North America,1
CT-06343,Services,1518.74,46,Low,365,11,15,3.3,1,0,13,Asia,1
CT-05299,Services,16430.03,59,Critical,120,3,13,3.5,2,1,8,LATAM,1
CT-01022,Cloud License,100611.52,76,Low,30,4,50,5.1,0,0,20,LATAM,0
CT-05857,Services,106475.7,58,Critical,120,8,10,8.4,0,0,2,Europe,0
CT-01437,Networking,32132.2,79,Critical,120,13,37,6.6,0,0,4,Europe,1
CT-01993,Software,9400.13,46,Medium,180,4,9,5.1,0,0,4,LATAM,1
CT-02831,Software,135180.27,98,Low,120,7,42,8.3,0,1,7,LATAM,0
CT-01039,Hardware,111031.55,26,Low,45,9,6,7.3,1,0,18,LATAM,1
CT-03126,Services,9043.98,73,Critical,45,7,7,3.6,1,1,9,Asia,0
CT-02540,Cloud License,5047.88,70,Critical,270,15,56,4.6,0,1,15,Asia,0
CT-01334,Software,314512.91,42,Medium,120,14,23,6.5,2,0,10,Europe,1
CT-06218,Cloud License,2485.25,51,High,45,4,6,7.4,1,0,20,Asia,1
CT-01455,Hardware,66239.47,71,Medium,30,9,43,5.7,2,1,2,Asia,1
CT-03348,Networking,194876.38,42,Medium,90,4,35,6.9,0,0,16,North America,1
CT-06147,Cloud License,5131.76,70,Low,120,7,22,7.0,0,0,15,Asia,0
CT-05590,Hardware,500000,39,High,30,4,51,8.3,1,1,7,Asia,0
CT-01247,Hardware,23190.8,64,Low,270,5,39,7.7,0,0,14,Asia,0
CT-07811,Cloud License,10640.19,73,Low,90,8,47,8.5,2,0,15,North America,0
CT-03935,Cloud License,331463.94,62,Medium,180,10,14,4.6,0,0,5,North America,0
CT-07374,Hardware,35845.47,70,Critical,45,7,6,6.5,2,0,8,LATAM,1
CT-04767,Networking,10276.22,82,Medium,30,13,9,5.8,3,1,11,Europe,1
CT-04800,Networking,23803.74,59,Medium,270,10,23,5.7,0,0,0,Europe,0
CT-07913,Cloud License,12430.95,97,Medium,45,12,14,5.9,2,0,9,Asia,1
CT-07186,Cloud License,54750.92,90,Critical,180,11,10,6.6,0,0,16,LATAM,0
CT-02671,Services,222835.08,43,Low,90,1,4,5.1,0,1,20,North America,1
CT-05307,Services,19719.81,74,Critical,120,8,26,6.6,3,1,16,Europe,0
CT-06458,Cloud License,5056.87,46,Medium,60,12,55,7.1,0,1,13,Europe,0
CT-02764,Hardware,12197.24,43,Low,180,1,4,5.6,3,1,8,Asia,1
CT-02808,Software,108165.73,87,Critical,180,10,22,7.1,0,0,11,Asia,0
CT-03306,Cloud License,500000,78,Critical,180,14,9,5.7,0,1,11,Asia,1
CT-00638,Software,23660.87,64,High,30,13,46,5.3,0,0,8,LATAM,0
CT-03013,Cloud License,500000,49,High,30,10,43,5.5,1,0,15,LATAM,1
CT-01008,Hardware,25195.44,62,Critical,120,3,21,6.2,0,1,16,Europe,1
CT-07078,Hardware,46815.47,57,High,180,9,8,5.0,0,1,0,LATAM,1
CT-00452,Services,30154.83,99,Critical,365,8,50,3.6,1,1,3,LATAM,0
CT-02093,Services,157049.15,45,Critical,30,5,25,5.7,0,0,2,LATAM,1
CT-00405,Networking,22885.14,56,Low,90,3,24,4.3,0,0,15,Europe,0
CT-03329,Hardware,29037.15,62,High,365,7,26,6.0,1,1,7,North America,0
CT-05031,Services,13936.69,46,Low,60,3,36,4.8,2,1,6,LATAM,1
CT-01326,Hardware,16653.95,28,High,270,2,60,5.0,1,0,12,Europe,0
CT-02248,Networking,25184.2,90,Critical,30,5,15,4.9,0,1,9,LATAM,1
CT-06442,Software,19412.03,93,Medium,60,8,29,5.6,3,0,20,Europe,1
CT-04086,Networking,58826.12,16,High,120,5,41,6.1,1,1,7,North America,1
CT-04053,Networking,245310.7,61,Critical,180,1,33,6.5,1,0,19,LATAM,1
CT-01044,Networking,23906.22,52,Medium,180,7,7,10.0,1,1,9,LATAM,1
CT-04850,Hardware,214522.46,50,Critical,45,1,25,8.1,0,0,20,LATAM,0
CT-04450,Networking,98122.62,69,Critical,365,9,56,6.9,0,0,6,North America,1
CT-02549,Software,31243.5,55,High,30,4,12,5.4,0,0,18,North America,0
CT-06285,Software,11907.08,66,Critical,60,8,37,7.9,0,1,2,LATAM,1
CT-00502,Cloud License,9225.12,51,Low,270,2,33,9.0,2,0,17,Europe,0
CT-05764,Cloud License,31533.39,75,Medium,60,12,60,6.1,0,1,12,North America,0
CT-01315,Services,20509.62,56,Critical,365,8,50,7.0,0,0,12,Asia,1
CT-01718,Cloud License,5237.77,83,Low,180,5,40,9.9,0,1,1,North America,0
CT-07765,Networking,16390.44,49,Low,120,4,57,6.9,0,1,7,LATAM,0
CT-04616,Software,211928.04,37,Critical,120,8,10,4.7,0,1,15,LATAM,1
CT-01187,Software,51279.04,40,Low,60,6,54,4.9,0,1,12,LATAM,1
CT-03325,Cloud License,22529.87,40,Critical,120,8,35,9.2,1,0,20,Asia,0
CT-05336,Services,30771.69,94,Critical,60,8,19,7.4,1,1,7,LATAM,0
CT-00194,Networking,8931.34,62,Medium,90,9,25,4.7,0,0,12,North America,0
CT-04922,Hardware,62584.79,68,Low,120,12,50,8.6,1,0,14,Europe,1
CT-04992,Services,73725.23,58,High,90,15,19,4.9,0,1,0,LATAM,1
CT-02713,Software,104411.75,67,Critical,30,2,39,6.8,0,1,10,Asia,0
CT-07308,Hardware,29759.47,52,Low,90,5,22,9.3,0,0,11,Europe,0
CT-04884,Software,88787.99,61,Medium,365,12,18,5.3,2,0,8,Asia,1
CT-07150,Cloud License,180405.07,64,Critical,45,11,7,5.2,0,1,11,LATAM,0
CT-05378,Cloud License,9772.02,75,Low,90,6,30,6.5,3,0,8,Europe,1
CT-06949,Networking,20899.39,41,Critical,45,3,5,4.2,1,1,2,Asia,1
CT-03480,Software,227325.83,76,High,270,8,36,9.3,2,0,18,Europe,1
CT-06169,Services,1431.38,53,Critical,365,15,55,5.3,0,0,4,North America,0
CT-00465,Hardware,500000,89,Medium,45,7,26,6.9,0,1,10,Asia,0
CT-01706,Cloud License,211625.59,68,Critical,365,4,32,8.3,2,0,9,North America,0
CT-05079,Software,246351.59,5,Low,365,9,35,6.4,0,1,0,Asia,1
CT-00585,Hardware,9638.05,59,High,90,12,26,9.0,0,1,16,Asia,1
CT-02423,Networking,40296.8,84,Critical,180,4,54,6.7,0,0,4,North America,1
CT-05324,Services,13942.49,53,Critical,180,7,23,6.1,1,1,2,Asia,0
CT-02030,Services,58481.09,62,Medium,120,6,23,7.4,1,0,18,Europe,0
CT-07012,Software,8927.32,84,Critical,45,7,24,9.5,0,0,14,Europe,0
CT-04094,Services,215532.84,80,Medium,90,4,24,7.9,1,0,2,Asia,0
CT-07340,Cloud License,5754.43,49,Critical,365,2,9,5.8,1,0,15,Europe,1
CT-07386,Services,291130.73,54,High,270,15,34,10.0,1,1,19,Europe,1
CT-07987,Hardware,18867.79,80,Critical,30,12,35,5.9,0,1,3,North America,1
CT-06591,Software,500000,76,Medium,45,14,56,4.8,1,1,1,North America,0
CT-05942,Software,85152.02,40,Low,120,1,44,8.0,0,0,8,Europe,1
CT-07142,Services,12581.82,56,Critical,90,1,46,6.1,0,0,6,Asia,1
CT-05465,Networking,114967.23,61,Critical,90,14,54,5.4,0,0,16,Asia,1
CT-00013,Software,500000,65,Critical,270,6,30,7.3,0,1,1,North America,1
CT-01059,Networking,57951.96,59,High,45,14,50,8.0,0,0,5,LATAM,0
CT-05588,Services,8821.04,70,Critical,270,13,37,8.1,2,0,8,LATAM,1
CT-05642,Software,60352.48,74,Low,45,7,26,10.0,1,0,19,North America,1
CT-01822,Hardware,205750.64,35,Critical,365,11,3,6.6,1,1,19,Europe,1
CT-00640,Cloud License,18877.19,76,Medium,270,14,3,3.0,0,1,18,Asia,0
CT-00002,Networking,43257.25,62,Critical,30,13,54,7.5,0,0,10,North America,1
CT-00827,Networking,41681.82,69,High,90,9,11,5.5,1,0,2,LATAM,1
CT-06054,Hardware,15183.56,78,Critical,30,15,12,6.3,0,1,12,Europe,1
CT-04183,Cloud License,22399.66,57,Medium,90,4,47,8.6,0,1,1,North America,0
CT-02063,Networking,23651.66,71,Medium,365,15,38,6.3,1,0,14,Europe,1
CT-02849,Cloud License,316716.75,67,Medium,45,11,58,6.2,3,1,7,Europe,0
CT-04720,Software,17612.2,61,Medium,365,6,23,4.3,0,0,19,North America,1
CT-07015,Cloud License,106513.32,46,Low,180,6,36,8.6,3,1,20,North America,1
CT-07020,Networking,22565.08,74,High,270,9,47,6.2,0,0,5,Asia,1
CT-04915,Software,14934.01,82,Critical,180,7,41,5.8,2,0,18,LATAM,1
CT-00140,Cloud License,114486.93,69,Low,90,9,16,6.6,0,1,7,North America,0
CT-03540,Networking,86937.75,55,Medium,365,14,54,8.3,0,0,18,Asia,0
CT-01738,Hardware,15739.64,67,Critical,365,15,8,10.0,0,0,14,LATAM,1
CT-01368,Services,30722.4,95,High,60,8,29,10.0,0,1,0,Asia,0
CT-00343,Hardware,16003.06,85,Critical,120,8,13,4.4,0,1,1,LATAM,1
CT-03091,Software,22863.68,79,Low,120,4,14,6.5,0,1,3,Europe,0
CT-02698,Services,31866.02,90,Medium,365,4,22,4.7,0,1,0,Europe,0
CT-07301,Hardware,277701.12,84,Low,180,1,39,6.1,0,0,6,LATAM,1
CT-00383,Hardware,65918.16,52,Critical,270,4,42,6.6,1,1,8,North America,1
CT-07398,Services,3036.03,71,High,120,3,13,1.8,1,1,13,Europe,1
CT-03020,Software,2787.73,25,Critical,120,4,53,8.3,0,1,13,LATAM,0
CT-04799,Software,42325.34,42,Low,120,1,43,6.7,2,0,13,Asia,1
CT-04858,Software,14276.29,70,High,90,5,60,8.2,0,1,15,LATAM,0
CT-04974,Networking,26248.82,76,Critical,30,12,46,7.5,0,1,11,North America,0
CT-05610,Services,136212.62,81,Medium,30,5,6,6.3,0,0,1,LATAM,0
CT-00691,Hardware,59363.04,47,Critical,365,1,25,4.4,3,0,14,LATAM,1
CT-02382,Services,7472.61,87,Critical,45,1,49,5.5,0,0,7,North America,0
CT-04283,Services,104097.85,90,Low,30,1,33,5.9,0,0,16,North America,0
CT-07156,Software,12494.86,61,Low,120,4,15,9.7,0,0,0,Europe,0
CT-04839,Software,454257.71,65,Medium,120,3,16,5.8,0,0,19,LATAM,0
CT-01043,Networking,55497.7,46,High,30,10,11,7.7,1,0,5,LATAM,1
CT-07512,Software,80113.2,74,High,60,7,44,10.0,0,1,1,LATAM,0
CT-00942,Hardware,59913.85,69,Critical,270,14,43,5.7,0,0,13,LATAM,1
CT-05123,Cloud License,157285.57,45,Low,30,1,53,4.7,0,0,2,Asia,0
CT-02719,Hardware,57192.29,58,Low,365,7,9,8.2,0,0,15,LATAM,1
CT-07662,Cloud License,49669.88,82,Medium,60,3,49,5.8,1,0,10,Europe,0
CT-07440,Networking,65789.03,75,Low,120,12,13,3.3,1,0,19,North America,1
CT-00362,Services,189361.32,38,High,45,15,51,6.7,0,1,14,North America,1
CT-06018,Hardware,65777.27,88,High,120,13,40,6.2,0,1,3,LATAM,1
CT-00664,Services,21598.1,63,Critical,180,14,60,6.3,1,0,1,North America,1
CT-03345,Cloud License,28096.04,48,High,90,12,54,7.2,0,1,18,LATAM,0
CT-07378,Services,19408.34,66,Critical,365,2,32,4.4,1,0,7,LATAM,1
CT-01184,Networking,50774.18,74,Medium,60,6,54,7.1,1,1,9,Europe,0
CT-01593,Services,77334.81,86,Critical,30,1,26,6.2,0,1,10,Asia,0
CT-00861,Networking,352139.02,47,High,45,11,38,7.8,0,0,4,Asia,1
CT-04287,Networking,20091.98,88,Medium,270,7,49,7.5,0,1,11,LATAM,0
CT-02586,Cloud License,12178.1,94,Critical,45,1,43,5.0,0,0,6,North America,0
CT-07986,Networking,181164.12,84,High,120,8,57,9.5,1,1,20,LATAM,0
CT-06744,Hardware,19872.38,77,Low,60,15,59,7.6,1,0,19,LATAM,1
CT-05343,Networking,55584.78,70,Low,30,4,54,6.6,2,0,10,Asia,0
CT-04099,Software,17140.6,79,Low,60,8,17,5.2,0,0,1,Asia,1
CT-07475,Hardware,4453.1,63,Low,365,5,6,6.1,1,1,7,Asia,0
CT-04248,Services,84386.46,53,High,60,7,40,6.2,1,1,7,Asia,1
CT-04281,Hardware,110406.09,87,High,60,6,10,7.4,1,0,13,North America,0
CT-06766,Software,41010.67,74,Low,120,10,46,9.1,0,0,4,Asia,1
CT-04463,Hardware,13074.19,72,Critical,30,14,33,7.1,2,0,19,North America,0
CT-00653,Cloud License,92696.01,47,Low,60,3,22,10.0,0,0,18,Asia,1
CT-04965,Networking,315093.01,72,Medium,270,4,3,3.1,0,1,15,North America,1
CT-04776,Networking,89281.62,32,Medium,30,14,44,8.9,0,0,4,Asia,1
CT-02882,Software,52104.0,82,Critical,180,14,10,8.4,2,1,18,LATAM,1
CT-04329,Software,81811.54,61,Medium,90,12,37,3.0,0,0,20,Asia,1
CT-01470,Hardware,54181.92,39,Low,180,3,60,5.0,0,1,17,North America,0
CT-04728,Hardware,144513.15,60,Low,45,12,50,5.0,1,0,9,North America,0
CT-04753,Hardware,3159.94,43,Critical,365,14,6,3.5,1,0,19,Asia,1
CT-04926,Networking,358120.36,54,Medium,90,13,27,8.9,0,1,14,Asia,1
CT-05269,Services,6423.59,83,Low,30,5,21,7.1,0,1,0,Asia,1
CT-06039,Cloud License,20139.13,32,Medium,30,4,26,7.1,0,0,13,Europe,0
CT-05412,Networking,35715.06,80,Medium,45,9,29,8.1,0,1,2,LATAM,0
CT-05630,Cloud License,16438.57,48,High,60,11,59,5.5,0,1,2,Europe,0
CT-01091,Cloud License,49715.02,75,Critical,365,15,43,6.4,1,1,9,North America,1
CT-02968,Services,37723.29,57,High,60,10,29,9.0,1,1,19,Asia,1
CT-07626,Hardware,56584.98,72,Low,30,12,47,9.4,0,0,11,LATAM,0
CT-03114,Cloud License,24363.22,61,Medium,60,5,57,6.8,0,0,9,Europe,0
CT-03805,Hardware,366200.84,48,Medium,270,11,21,6.9,1,0,7,Europe,1
CT-02190,Hardware,55652.54,85,High,30,6,32,9.5,3,0,16,Asia,1
CT-01569,Cloud License,16544.78,47,High,120,10,31,6.5,0,0,8,Europe,1
CT-06539,Hardware,87177.15,48,Medium,270,8,18,5.9,2,1,1,North America,1
CT-03845,Software,40798.08,67,Critical,30,5,3,4.9,1,0,6,North America,1
CT-05524,Software,17927.46,30,Medium,90,3,50,10.0,0,0,11,Europe,0
CT-00157,Services,22388.37,58,Low,90,10,36,4.2,0,0,4,Europe,1
CT-05589,Hardware,11444.26,54,Low,90,15,15,4.5,0,0,13,LATAM,1
CT-05656,Services,22214.9,94,Low,270,12,33,6.8,1,1,5,LATAM,1
CT-04587,Cloud License,168924.53,55,High,180,9,39,7.6,0,0,12,LATAM,1
CT-04356,Software,20129.48,58,Medium,60,9,4,6.4,0,1,8,Asia,1
CT-06646,Hardware,13896.1,51,Medium,60,9,3,8.7,0,0,7,North America,0
CT-06484,Services,18165.8,80,Medium,120,10,51,7.6,1,0,13,Europe,0
CT-04499,Networking,32619.42,60,High,30,15,53,7.2,1,0,14,LATAM,0
CT-07236,Hardware,6012.23,100,Medium,30,15,49,5.5,0,0,14,North America,0
CT-02745,Cloud License,14398.83,54,Medium,45,15,30,4.5,0,1,0,Asia,0
CT-00904,Software,149723.59,89,High,90,8,39,6.2,0,0,4,North America,0
CT-06381,Software,35092.73,46,Medium,120,1,17,8.6,0,1,15,Asia,0
CT-01409,Cloud License,9725.1,68,Medium,30,5,52,5.4,0,0,4,LATAM,0
CT-03986,Networking,45530.98,84,Low,30,2,57,7.0,0,1,7,North America,0
CT-01314,Cloud License,17462.38,68,High,180,12,17,3.3,0,0,18,Asia,0
CT-02869,Hardware,15018.46,40,Medium,90,9,22,7.9,0,1,16,LATAM,1
CT-02168,Hardware,148972.34,37,Critical,180,11,46,7.3,0,1,17,LATAM,1
CT-01816,Hardware,145437.37,36,Medium,30,11,24,7.3,1,1,3,Asia,1
CT-02020,Software,406468.27,71,Low,90,9,8,7.0,0,1,17,North America,1
CT-05686,Hardware,35538.52,54,Low,180,8,38,6.0,2,1,16,Europe,1
CT-03123,Software,96805.55,69,Critical,120,12,27,4.4,1,1,14,North America,1
CT-00743,Networking,6930.81,48,Medium,45,8,17,7.6,0,0,7,Asia,1
CT-01461,Software,17250.11,58,High,270,11,51,5.2,0,0,9,Asia,0
CT-04849,Software,18305.81,96,Critical,60,4,42,4.3,1,0,17,Asia,1
CT-01218,Services,24158.26,44,High,120,8,24,7.0,1,1,8,Europe,0
CT-07227,Software,33664.7,41,Medium,120,9,58,6.5,0,1,19,LATAM,0
CT-04247,Services,49729.29,45,High,365,4,32,6.5,0,1,18,Europe,1
CT-01115,Services,31611.14,68,Critical,365,14,9,7.7,0,1,14,Europe,0
CT-01518,Cloud License,94767.19,71,High,120,6,34,5.4,0,0,11,Europe,0
